9.0,-32.1,19907,1256171118
8.5,-34.0,19907,1256171119
8.3,-36.2,19907,1256171120
8.2,-39.0,19907,1256171121
8.0,-42.0,19907,1256171122
7.9,-44.6,19907,1256171123
8.2,-46.8,19907,1256171124
8.4,-48.9,19907,1256171125
8.7,-51.1,19907,1256171126
9.0,-53.6,19907,1256171127
9.2,-56.0,19907,1256171128
9.7,-59.0,19907,1256171129
10.2,-61.3,19907,1256171130
12.6,-45.9,19908,1256171118
12.9,-46.9,19908,1256171119
13.2,-48.0,19908,1256171120
13.3,-49.0,19908,1256171121
13.5,-50.1,19908,1256171122
13.7,-51.2,19908,1256171123
13.8,-52.3,19908,1256171124
14.0,-53.3,19908,1256171125
14.2,-54.4,19908,1256171126
14.5,-55.5,19908,1256171127
15.0,-56.4,19908,1256171128
15.3,-57.0,19908,1256171129
15.9,-57.7,19908,1256171130
16.6,-58.0,19908,1256171131
17.3,-58.2,19908,1256171132
18.1,-58.2,19908,1256171133
19.0,-58.1,19908,1256171134
20.0,-58.0,19908,1256171135
21.1,-58.0,19908,1256171136
22.2,-57.8,19908,1256171137
22.9,-57.8,19908,1256171138
23.7,-57.8,19908,1256171139
24.4,-57.8,19908,1256171140
25.2,-57.8,19908,1256171141
26.0,-57.8,19908,1256171142
27.0,-57.8,19908,1256171143
27.8,-57.8,19908,1256171144
28.9,-57.7,19908,1256171145
30.3,-57.5,19908,1256171146
31.7,-57.2,19908,1256171147
33.0,-56.5,19908,1256171148
34.4,-55.6,19908,1256171149
35.6,-54.5,19908,1256171150
36.8,-53.2,19908,1256171151
38.0,-52.0,19908,1256171152
39.4,-50.9,19908,1256171153
40.7,-49.8,19908,1256171154
42.1,-48.6,19908,1256171155
43.8,-48.0,19908,1256171156
46.0,-46.5,19908,1256171157
48.5,-44.5,19908,1256171158
12.5,-35.0,19909,1256171118
12.9,-36.1,19909,1256171119
13.3,-37.3,19909,1256171120
13.7,-38.5,19909,1256171121
13.9,-39.4,19909,1256171122
14.4,-40.0,19909,1256171123
15.4,-40.2,19909,1256171124
16.5,-40.3,19909,1256171125
17.4,-40.5,19909,1256171126
18.1,-41.0,19909,1256171127
18.9,-41.7,19909,1256171128
20.0,-42.5,19909,1256171129
21.0,-43.2,19909,1256171130
21.7,-43.6,19909,1256171131
22.3,-44.1,19909,1256171132
22.8,-44.9,19909,1256171133
23.5,-45.7,19909,1256171134
24.4,-46.6,19909,1256171135
25.4,-47.6,19909,1256171136
26.6,-48.6,19909,1256171137
27.9,-49.5,19909,1256171138
29.3,-50.2,19909,1256171139
31.0,-50.9,19909,1256171140
32.8,-51.6,19909,1256171141
34.4,-51.7,19909,1256171142
36.2,-51.2,19909,1256171143
7.2,-23.4,199010,1256171118
7.4,-25.1,199010,1256171119
8.4,-26.7,199010,1256171120
9.2,-28.4,199010,1256171121
9.7,-29.9,199010,1256171122
9.9,-31.4,199010,1256171123
10.0,-32.7,199010,1256171124
10.4,-33.8,199010,1256171125
11.3,-34.7,199010,1256171126
12.4,-35.4,199010,1256171127
13.5,-36.0,199010,1256171128
14.7,-36.4,199010,1256171129
15.9,-36.8,199010,1256171130
17.2,-37.3,199010,1256171131
18.5,-37.6,199010,1256171132
19.9,-37.9,199010,1256171133
21.1,-38.2,199010,1256171134
22.2,-38.7,199010,1256171135
23.2,-39.3,199010,1256171136
24.3,-40.0,199010,1256171137
25.6,-40.7,199010,1256171138
26.8,-41.7,199010,1256171139
27.9,-43.0,199010,1256171140
28.6,-44.2,199010,1256171141
29.0,-45.1,199010,1256171142
29.4,-45.6,199010,1256171143
29.8,-46.1,199010,1256171144
30.1,-46.6,199010,1256171145
30.6,-47.0,199010,1256171146
31.2,-47.4,199010,1256171147
31.9,-48.0,199010,1256171148
32.6,-48.7,199010,1256171149
33.1,-49.5,199010,1256171150
33.4,-50.1,199010,1256171151
33.6,-50.4,199010,1256171152
33.8,-50.6,199010,1256171153
34.1,-50.7,199010,1256171154
34.4,-50.8,199010,1256171155
34.9,-50.8,199010,1256171156
35.4,-50.6,199010,1256171157
35.8,-50.1,199010,1256171158
36.2,-49.4,199010,1256171159
36.6,-48.7,199010,1256171160
37.1,-47.9,199010,1256171161
37.8,-47.4,199010,1256171162
38.7,-47.2,199010,1256171163
39.6,-47.5,199010,1256171164
40.3,-48.0,199010,1256171165
40.5,-48.5,199010,1256171166
41.8,-47.9,199010,1256171167
43.5,-47.0,199010,1256171168
45.0,-45.5,199010,1256171169
46.5,-43.5,199010,1256171170
48.2,-41.5,199010,1256171171
50.0,-39.5,199010,1256171172
15.0,-45.0,199011,1256171118
15.3,-45.5,199011,1256171119
15.5,-46.0,199011,1256171120
15.7,-46.9,199011,1256171121
16.0,-47.5,199011,1256171122
16.0,-47.5,199011,1256171123
16.0,-47.9,199011,1256171124
16.2,-48.0,199011,1256171125
16.4,-48.3,199011,1256171126
16.7,-48.7,199011,1256171127
16.8,-48.9,199011,1256171128
16.9,-49.1,199011,1256171129
17.0,-49.5,199011,1256171130
17.1,-49.8,199011,1256171131
17.2,-50.0,199011,1256171132
17.3,-50.2,199011,1256171133
17.4,-50.5,199011,1256171134
17.7,-50.8,199011,1256171135
17.8,-51.0,199011,1256171136
17.8,-51.2,199011,1256171137
17.8,-51.2,199011,1256171138
17.9,-51.5,199011,1256171139
18.0,-51.9,199011,1256171140
18.1,-52.0,199011,1256171141
18.2,-52.2,199011,1256171142
18.3,-52.4,199011,1256171143
18.4,-52.8,199011,1256171144
18.5,-53.0,199011,1256171145
18.6,-53.2,199011,1256171146
18.7,-53.4,199011,1256171147
18.9,-53.8,199011,1256171148
19.0,-54.0,199011,1256171149
19.1,-54.2,199011,1256171150
19.4,-54.4,199011,1256171151
19.8,-54.8,199011,1256171152
19.8,-54.8,199011,1256171153
19.8,-55.0,199011,1256171154
14.0,-32.0,199012,1256171118
14.5,-32.4,199012,1256171119
15.0,-32.7,199012,1256171120
15.6,-33.0,199012,1256171121
16.1,-33.2,199012,1256171122
16.7,-33.4,199012,1256171123
17.4,-33.4,199012,1256171124
17.9,-33.5,199012,1256171125
18.2,-33.6,199012,1256171126
18.5,-33.8,199012,1256171127
18.7,-34.0,199012,1256171128
19.0,-34.1,199012,1256171129
19.1,-34.1,199012,1256171130
19.3,-34.2,199012,1256171131
19.4,-34.4,199012,1256171132
19.5,-34.6,199012,1256171133
19.7,-34.8,199012,1256171134
19.9,-35.2,199012,1256171135
20.1,-35.9,199012,1256171136
20.3,-36.8,199012,1256171137
20.4,-37.6,199012,1256171138
20.3,-38.4,199012,1256171139
20.2,-38.9,199012,1256171140
20.2,-39.3,199012,1256171141
20.2,-39.6,199012,1256171142
20.3,-40.0,199012,1256171143
20.4,-40.4,199012,1256171144
20.6,-40.6,199012,1256171145
20.9,-40.9,199012,1256171146
21.2,-41.2,199012,1256171147
21.6,-41.6,199012,1256171148
22.0,-42.1,199012,1256171149
22.5,-42.8,199012,1256171150
23.1,-43.6,199012,1256171151
23.8,-44.3,199012,1256171152
24.5,-45.0,199012,1256171153
25.5,-45.4,199012,1256171154
26.7,-45.5,199012,1256171155
27.8,-45.3,199012,1256171156
28.5,-44.8,199012,1256171157
29.1,-43.8,199012,1256171158
29.6,-42.4,199012,1256171159
29.9,-41.1,199012,1256171160
30.0,-40.0,199012,1256171161
30.0,-39.4,199012,1256171162
29.8,-39.2,199012,1256171163
29.6,-39.2,199012,1256171164
29.4,-39.4,199012,1256171165
29.1,-40.0,199012,1256171166
28.6,-40.7,199012,1256171167
28.3,-41.4,199012,1256171168
28.2,-42.1,199012,1256171169
28.5,-42.5,199012,1256171170
29.0,-42.6,199012,1256171171
29.5,-42.3,199012,1256171172
30.0,-41.5,199012,1256171173
30.7,-40.5,199012,1256171174
32.1,-39.3,199012,1256171175
34.1,-38.4,199012,1256171176
36.5,-38.5,199012,1256171177
38.9,-40.0,199012,1256171178
41.0,-42.9,199012,1256171179
15.6,-59.3,199013,1256171118
16.2,-59.6,199013,1256171119
16.4,-59.8,199013,1256171120
16.5,-60.1,199013,1256171121
16.6,-60.4,199013,1256171122
16.8,-60.7,199013,1256171123
16.9,-60.9,199013,1256171124
17.0,-61.1,199013,1256171125
17.2,-61.2,199013,1256171126
17.4,-61.4,199013,1256171127
17.7,-61.6,199013,1256171128
18.1,-61.8,199013,1256171129
18.3,-62.1,199013,1256171130
18.6,-62.3,199013,1256171131
18.7,-62.7,199013,1256171132
18.8,-63.1,199013,1256171133
18.9,-63.8,199013,1256171134
19.2,-64.9,199013,1256171135
19.7,-66.1,199013,1256171136
20.4,-67.5,199013,1256171137
21.1,-68.9,199013,1256171138
21.9,-70.1,199013,1256171139
22.6,-71.2,199013,1256171140
23.4,-72.3,199013,1256171141
24.5,-73.4,199013,1256171142
36.0,-44.0,199014,1256171118
35.7,-44.1,199014,1256171119
35.3,-44.2,199014,1256171120
35.0,-44.4,199014,1256171121
34.7,-44.5,199014,1256171122
34.4,-44.6,199014,1256171123
34.1,-44.8,199014,1256171124
33.8,-45.0,199014,1256171125
33.5,-45.3,199014,1256171126
32.8,-46.0,199014,1256171127
32.2,-46.8,199014,1256171128
31.6,-47.6,199014,1256171129
31.3,-48.3,199014,1256171130
31.1,-48.8,199014,1256171131
31.0,-49.2,199014,1256171132
31.0,-49.5,199014,1256171133
30.9,-50.1,199014,1256171134
31.0,-51.3,199014,1256171135
31.3,-53.4,199014,1256171136
31.2,-55.9,199014,1256171137
31.0,-58.7,199014,1256171138
30.7,-61.3,199014,1256171139
30.3,-64.1,199014,1256171140
29.9,-66.4,199014,1256171141
29.8,-68.5,199014,1256171142
30.2,-70.3,199014,1256171143
30.9,-71.4,199014,1256171144
32.1,-72.1,199014,1256171145
33.2,-72.5,199014,1256171146
34.3,-72.4,199014,1256171147
35.5,-72.0,199014,1256171148
36.6,-71.3,199014,1256171149
38.0,-69.7,199014,1256171150
40.0,-67.5,199014,1256171151
42.4,-65.0,199014,1256171152
44.9,-61.0,199014,1256171153
46.6,-56.4,199014,1256171154
47.5,-51.0,199014,1256171155
22.5,-79.5,199015,1256171118
22.7,-80.7,199015,1256171119
23.5,-81.4,199015,1256171120
24.1,-82.0,199015,1256171121
24.6,-82.4,199015,1256171122
25.2,-82.5,199015,1256171123
26.0,-82.6,199015,1256171124
26.7,-82.6,199015,1256171125
27.5,-82.8,199015,1256171126
28.3,-83.0,199015,1256171127
29.1,-83.1,199015,1256171128
30.7,-83.0,199015,1256171129
32.0,-83.0,199015,1256171130
33.2,-82.6,199015,1256171131
33.7,-81.9,199015,1256171132
33.8,-81.5,199015,1256171133
34.0,-81.0,199015,1256171134
22.2,-60.4,199016,1256171118
22.3,-60.8,199016,1256171119
22.3,-61.4,199016,1256171120
22.1,-62.1,199016,1256171121
22.1,-62.5,199016,1256171122
22.1,-62.8,199016,1256171123
22.4,-63.2,199016,1256171124
22.8,-63.5,199016,1256171125
23.4,-63.6,199016,1256171126
24.1,-63.8,199016,1256171127
25.0,-64.2,199016,1256171128
26.1,-64.9,199016,1256171129
27.1,-65.7,199016,1256171130
27.9,-66.3,199016,1256171131
28.5,-66.9,199016,1256171132
28.9,-66.5,199016,1256171133
29.2,-66.2,199016,1256171134
29.5,-65.8,199016,1256171135
29.6,-65.5,199016,1256171136
29.3,-65.4,199016,1256171137
28.8,-64.8,199016,1256171138
28.8,-64.5,199016,1256171139
27.7,-64.9,199016,1256171140
25.9,-78.0,19911,1256171118
25.9,-79.0,19911,1256171119
25.9,-80.0,19911,1256171120
26.0,-80.9,19911,1256171121
26.2,-81.8,19911,1256171122
26.7,-82.4,19911,1256171123
27.3,-82.7,19911,1256171124
28.0,-82.7,19911,1256171125
28.7,-82.5,19911,1256171126
29.3,-82.2,19911,1256171127
29.9,-81.6,19911,1256171128
30.4,-81.0,19911,1256171129
30.9,-80.3,19911,1256171130
31.3,-79.7,19911,1256171131
31.5,-79.0,19911,1256171132
32.5,-77.4,19911,1256171133
33.9,-75.4,19911,1256171134
35.2,-73.4,19911,1256171135
36.2,-70.7,19911,1256171136
37.1,-67.8,19911,1256171137
37.6,-64.7,19911,1256171138
37.9,-61.1,19911,1256171139
38.0,-57.5,19911,1256171140
37.5,-54.2,19911,1256171141
37.0,-50.7,19911,1256171142
23.4,-96.2,19912,1256171118
23.3,-96.7,19912,1256171119
23.3,-96.8,19912,1256171120
23.3,-97.0,19912,1256171121
23.3,-97.4,19912,1256171122
23.4,-98.0,19912,1256171123
25.6,-74.3,19913,1256171118
25.7,-74.9,19913,1256171119
25.9,-75.4,19913,1256171120
26.4,-75.8,19913,1256171121
27.1,-76.2,19913,1256171122
27.8,-76.5,19913,1256171123
28.4,-76.9,19913,1256171124
29.0,-77.1,19913,1256171125
29.7,-77.0,19913,1256171126
30.5,-76.9,19913,1256171127
31.5,-76.6,19913,1256171128
33.0,-76.1,19913,1256171129
34.6,-75.3,19913,1256171130
36.5,-74.5,19913,1256171131
38.9,-73.0,19913,1256171132
41.4,-71.4,19913,1256171133
43.8,-69.6,19913,1256171134
44.1,-69.1,19913,1256171135
45.6,-67.6,19913,1256171136
47.0,-65.5,19913,1256171137
48.4,-61.9,19913,1256171138
49.8,-58.3,19913,1256171139
50.9,-54.9,19913,1256171140
51.6,-51.4,19913,1256171141
51.9,-47.3,19913,1256171142
51.9,-42.8,19913,1256171143
51.5,-38.3,19913,1256171144
50.7,-34.1,19913,1256171145
49.3,-30.3,19913,1256171146
47.7,-26.9,19913,1256171147
46.3,-23.9,19913,1256171148
45.3,-21.4,19913,1256171149
44.2,-19.9,19913,1256171150
43.1,-19.4,19913,1256171151
42.4,-19.1,19913,1256171152
42.2,-18.6,19913,1256171153
42.1,-18.1,19913,1256171154
41.9,-17.9,19913,1256171155
41.7,-17.8,19913,1256171156
41.3,-17.6,19913,1256171157
40.9,-17.3,19913,1256171158
40.5,-16.8,19913,1256171159
40.2,-16.0,19913,1256171160
40.0,-15.2,19913,1256171161
39.9,-14.4,19913,1256171162
39.9,-13.8,19913,1256171163
40.0,-13.1,19913,1256171164
40.0,-12.4,19913,1256171165
40.0,-11.8,19913,1256171166
40.0,-11.3,19913,1256171167
40.0,-10.9,19913,1256171168
40.0,-10.5,19913,1256171169
40.0,-10.1,19913,1256171170
40.0,-9.9,19913,1256171171
14.5,-23.1,19914,1256171118
14.9,-23.9,19914,1256171119
15.2,-25.1,19914,1256171120
15.1,-26.4,19914,1256171121
14.9,-27.6,19914,1256171122
14.8,-28.6,19914,1256171123
14.7,-29.6,19914,1256171124
10.5,-30.8,19915,1256171118
10.7,-32.4,19915,1256171119
10.9,-34.0,19915,1256171120
11.0,-35.6,19915,1256171121
11.2,-37.3,19915,1256171122
11.3,-38.9,19915,1256171123
11.4,-40.5,19915,1256171124
11.5,-42.1,19915,1256171125
11.7,-43.9,19915,1256171126
11.9,-45.7,19915,1256171127
12.0,-47.6,19915,1256171128
12.3,-49.8,19915,1256171129
